Subject,Group,Sample,ISC_Neutral,ISC_Emotional,ISC_EMO-NEU,ISC_N-N,ISC_E-N,ISC_N-E,ISC_E-E,DP.50.Angry.Congruent,DP.50.Angry.Incongruent,DP.50.Happy.Congruent,DP.50.Happy.Incongruent,DP.50.Sad.Congruent,DP.50.Sad.Incongruent,DP.1000.Angry.Congruent,DP.1000.Angry.Incongruent,DP.1000.Happy.Congruent,DP.1000.Happy.Incongruent,DP.1000.Sad.Congruent,DP.1000.Sad.Incongruent,DPCongruency_happy50,DPCongruency_happy1000,DPCongruency_angry50,DPCongruency_angry1000,DPCongruency_sad50,DPCongruency_sad1000,MEMPriming_neg,MEMPrimig_neut,MEMPriming_pos,MemoryImplicit_neg-neu,MemoryImplicit_pos-neu,ExpMemNegative,ExpMemPositive,ExpMemNeutral,EXPMEM_Neg-Neu,EXPMEM_Pos-Neu,INTERcongruent.neg,INTERcongruent.neutral,INTERcongruent.pos,INTERincongruent.neg,INTERincongruent.neutral,INTERincongruent.pos,InterferenceCong_Neg-Neu,InterferenceCong_Pos-Neu,InterferenceIncong_Pos-Neu,InterferenceIncong_Neg-Neu,Interpretation_NegSelection,InterpretationRT_Neg,InterpretationRT_Pos,Interpretation_Rtneg-pos,ExpectancySelection_neg,ExpectancySelection_pos,ExpectancyRT_negative.accept,ExpectancyRT_negative.reject,ExpectancyRT_positive.accept,ExpectancyRT_positive.reject,ExpectancyConfidance_negative.accept,ExpectancyConfidance_negative.reject,ExpectancyConfidance_positive.accept,ExpectancyConfidance_positive.reject,ExpectancyRejection,ExpectancyAcceptance,BDI_SCORE,STAI_SCORE,PSWQ_SCORE,RRS_SCORE,DASS_Depression,DASS_Anxiety,DASS_stress
532,2,2,480,765,285,2290,2871,2838,1905,760.86,699.03,732.23,648.24,645.86,659.75,633.83,614.9,608.97,569.67,631,665.83,-83.99,-39.3,-61.83,-18.93,13.89,34.83,-0.05,0,0,-0.05,0,3,2,1,2,1,493.49,522.27,488.13,497.15,515.61,496.1,-28.78,-34.14,-19.51,-18.46,0.53,4081.95,4071.84,10.11,0.24,0.44,8761.75,8238.38,6803.57,6077.89,4,3.92,4.57,4.44,2160.49,1958.18,14,51,31,29,28,0,18
533,3,2,190,300,110,3358,3549,3758,3352,907.31,921.63,940.17,934.67,888.66,915,821.63,1010.4,954.41,916.83,945.97,882.73,-5.5,-37.58,14.32,188.77,26.34,-63.24,-0.05,0,0,-0.05,0,3,6,1,2,5,608,597.65,577.72,626.32,610.31,609.47,10.35,-19.93,-0.84,16.01,0.49,2277.89,1960.3,317.59,0.5,0.94,6352.13,3856.5,4714.75,3357,3.13,4.13,3.88,3,499.5,1637.38,24,54,54,49,22,30,34
534,3,2,-83,136,219,704,981,888,886,367.83,384.3,365.63,358.52,366.27,371.29,396.8,396.3,428.38,393.82,394.67,401.38,-7.11,-34.56,16.47,-0.5,5.02,6.71,0.3,0.5,0.2,-0.2,-0.3,3,2,1,2,1,540.89,524.28,548.53,552.18,593.54,554.59,16.61,24.25,-38.95,-41.36,0.58,2239.55,2245.69,-6.14,0.56,0.12,5739.56,8116,9024,5170.87,4.89,3.86,3,5,2945.13,-3284.44,51,70,66,76,38,40,54
535,3,2,189,125,-64,1299,1527,1440,1414,366.4,355.37,364.53,361.82,359.55,357.79,540.25,516.04,537.82,532.82,522.41,551.21,-2.71,-5,-11.03,-24.21,-1.76,28.8,0.05,0.2,0.1,-0.15,-0.1,10,5,2,8,3,352.85,352.42,354.03,361.22,367.95,371.66,0.43,1.61,3.71,-6.73,0.78,1611.03,2495.5,-884.47,0.81,0.24,5928.08,5557,6232.5,5954.62,4.46,4.33,2,3.46,-397.62,-304.42,38,68,60,57,28,26,30
537,2,2,-3,-11,-8,948,874,866,820,747.28,648.03,735.31,710.17,661.83,665.28,730.78,748.07,743.33,730.43,697.38,755.52,-25.14,-12.9,-99.25,17.29,3.45,58.14,-0.05,0.05,-0.1,-0.1,-0.15,4,4,0,4,4,719.65,799.98,737.77,720.41,776.79,800.53,-80.33,-62.21,23.74,-56.38,0.03,2838,1802.76,1035.24,0.35,0.44,6991.33,5808.55,5306,6664.11,4.17,4.55,4.71,4.11,-855.56,1685.33,9,37,46,25,2,0,16
538,2,2,349,335,-14,2686,3692,2758,3033,609.75,627.96,595.87,617.86,619.04,601.76,582.9,601.69,583.79,596.67,572.76,567.11,21.99,12.88,18.21,18.79,-17.28,-5.65,0.35,0.3,-0.05,0.05,-0.35,5,3,2,3,1,603.11,664.21,649.15,648.52,650.85,627.52,-61.1,-15.06,-23.33,-2.33,0.16,3511,3207.56,303.44,0.41,0.44,11195.43,8419.7,6883.43,6631.22,3.86,4,3.29,4,1788.48,4312,30,54,61,60,22,4,32
539,3,2,154,295,141,1266,1682,1551,1380,422.63,415.83,422.13,423.3,397.38,402.4,515.55,547.3,554.03,541.59,530.33,503.55,1.17,-12.44,-6.8,31.75,5.02,-26.78,0.35,0.25,0.2,0.1,-0.05,12,2,4,8,-2,840.2,707.65,775.49,861.86,729.49,821.72,132.55,67.84,92.23,132.37,0.82,1235.47,1455.71,-220.24,0.35,0.19,2823.83,3429.91,4545.67,2847,4.17,3.55,4,4.15,582.91,-1721.84,44,63,73,64,24,28,46
540,2,2,618,418,-200,1743,2455,2068,1942,618.83,587.21,583.38,587.38,595.62,619.82,452.57,462.03,465.2,463.7,464.53,456.73,4,-1.5,-31.62,9.46,24.2,-7.8,0.25,0.25,0.1,0,-0.15,7,6,3,4,3,603.58,633.62,627.85,658.34,603.26,609.05,-30.04,-5.77,5.79,55.08,0.36,8023.07,6344.16,1678.91,0.71,0.81,7365.25,6904.6,5380.92,4022.33,2.17,2.8,3.15,2.67,2882.27,1984.33,26,64,57,55,32,8,36
541,2,2,-307,1341,1648,4101,5316,5240,3764,726.31,789.87,713.1,847.96,803.1,801.86,646.21,650.86,697.21,663.13,651.21,624.54,134.86,-34.08,63.56,4.65,-1.24,-26.67,0.05,-0.2,-0.25,0.25,-0.05,3,1,0,3,1,768.84,843.1,771.38,909.49,870.85,817.52,-74.26,-71.72,-53.33,38.64,0.05,3097,2628.78,468.22,0.29,0.38,15993,14316.67,9590.5,9679.4,3.4,1.83,2.83,2.3,4637.27,6402.5,49,56,63,84,42,40,52
542,2,2,910,738,-172,2463,3308,3483,2838,787.13,781.14,749.25,730.64,816.74,783.13,677.5,634.57,749.07,738.62,750.87,763.21,-18.61,-10.45,-5.99,-42.93,-33.61,12.34,-0.05,-0.1,0.2,0.05,0.3,3,3,0,3,3,533.24,534.83,538.32,558,561.54,581.11,-1.59,3.49,19.57,-3.54,0.33,4875.23,5321.23,-446,0.76,0.18,6229.54,10076.25,6677,4771.57,3.92,2.5,2.33,4.36,5304.68,-447.46,49,74,67,70,40,26,38
543,3,2,324,460,136,1499,1499,1871,987,371.07,352.2,378.18,349.81,367,376.39,437.8,419.52,433.21,406.71,396.62,417.61,-28.37,-26.5,-18.87,-18.28,9.39,20.99,0.15,0.2,0.15,-0.05,-0.05,4,7,3,1,4,383.63,380.51,370.95,378.85,394.48,384.41,3.12,-9.56,-10.07,-15.63,0.51,2207.65,2360.95,-153.3,0.24,0.56,2797.5,2538.77,3910.67,2498.29,3.25,3.92,3.22,2.57,40.48,-1113.17,27,60,50,57,20,14,42
544,3,2,155,265,110,1459,1682,1780,1470,412.9,421.53,413,413.5,417.9,411.69,431.46,430.64,444.48,432.9,431.03,439.87,0.5,-11.58,8.63,-0.82,-6.21,8.84,0.45,0.45,0.4,0,-0.05,8,7,4,4,3,439.87,436.74,425.37,415.34,432.86,435.94,3.13,-11.37,3.08,-17.52,0.28,1289.18,1267.75,21.43,0.29,0.88,1592.6,1961.58,1635.64,2390,3.8,3.25,3.79,2.5,-428.42,-43.04,15,47,54,50,8,14,34
545,3,2,288,82,-206,1313,1496,1412,1435,406.22,391.3,416.07,411.43,416.63,407.39,387.5,385.17,387.62,393.54,396.21,412.9,-4.64,5.92,-14.92,-2.33,-9.24,16.69,0.05,0.15,0.15,-0.1,0,0,3,2,-2,1,397.93,385.1,393.14,410.86,375.16,397.56,12.83,8.04,22.4,35.7,0.9,1692.77,3103.25,-1410.48,0.75,0.12,2689.42,4289.5,3533.5,2753.8,5,4,5,5,1535.7,-844.08,42,75,71,80,42,38,52
546,1,2,208,179,-29,1206,1420,1235,1101,323.29,339.33,321.63,331.52,340.93,321.14,341.47,303.26,308.63,324.25,311.86,327.13,9.89,15.62,16.04,-38.21,-19.79,15.27,0.1,0.15,0.15,-0.05,0,6,5,4,2,1,377.58,379.02,388,409.79,410.19,403.66,-1.44,8.98,-6.53,-0.4,0.41,1210.38,1546.83,-336.45,0.65,1,2920.09,3095.5,2232.19,,3.73,4.17,3.81,,3095.5,687.9,14,51,62,61,10,20,38
547,3,2,283,280,-3,1092,1582,1183,1107,348.62,336.83,335.18,323.17,329.41,338.89,414.23,443.79,446.76,404.97,425.43,419,-12.01,-41.79,-11.79,29.56,9.48,-6.43,0.05,0.1,0.05,-0.05,-0.05,6,5,2,4,3,472.58,408.22,459.06,459.18,444.11,441.77,64.36,50.84,-2.34,15.07,0.42,1679.38,1521.23,158.15,0.71,1,2857.92,2332.8,3068.56,,3.42,3.2,3.81,,2332.8,-210.64,32,67,43,71,14,24,46
548,1,2,164,73,-91,1251,1201,1415,1221,440.54,445.03,460.83,412.29,420.43,407.87,464.59,450.11,448.93,491.13,463.34,455.61,-48.54,42.2,4.49,-14.48,-12.56,-7.73,0.15,-0.1,0.05,0.25,0.15,1,4,1,0,3,548.68,510.77,522.41,526.43,535.52,566.65,37.91,11.64,31.13,-9.09,0.46,3801.39,3383.14,418.25,0.12,0.94,3631,4817.87,4689.67,3566,2.5,3.87,3.67,3,1251.87,-1058.67,19,49,55,54,8,6,26
549,3,2,797,150,-647,1962,2278,2526,2508,600.8,602.86,607.72,586.03,619.27,562.1,744.36,778.23,734.93,799.57,734.72,817.85,-21.69,64.64,2.06,33.87,-57.17,83.13,0.15,0.3,0.2,-0.15,-0.1,2,6,3,-1,3,728.87,734.79,780.05,702.98,764.47,721.4,-5.92,45.26,-43.07,-61.49,0.26,2764.2,2574.41,189.79,0.31,0.71,7801,4518.91,5017.83,6612.8,2.4,4.18,3.75,2.6,-2093.89,2783.17,25,52,52,66,38,32,34
550,2,2,158,209,51,1097,1481,1302,1252,369.21,370.38,370.03,369.97,340.66,361.39,346.6,364.1,338.13,348.37,336.24,350.17,-0.06,10.24,1.17,17.5,20.73,13.93,0.35,0.2,0,0.15,-0.2,5,3,1,4,2,506.78,482.43,458.71,512.57,493.44,491.7,24.35,-23.72,-1.74,19.13,0.82,2052.09,2800,-747.91,0.82,0.25,3684.64,4363.67,4288.25,3536.08,4.07,3.33,2.25,4.08,827.59,-603.61,46,63,66,47,30,4,40
551,1,2,552,516,-36,1856,2405,2350,1867,361.2,352.28,369.55,357.54,350.55,371.2,312.87,321.1,329.34,321.47,321.96,316.57,-12.01,-7.87,-8.92,8.23,20.65,-5.39,0.05,0.1,0,-0.05,-0.1,6,4,1,5,3,391.24,391.65,380.64,410.52,405.11,398.42,-0.41,-11.01,-6.69,5.41,0.59,3656.87,5002.75,-1345.88,0.88,0.53,5903.07,4565,5217.33,6564.75,3.13,3.5,2.67,3.25,-1999.75,685.74,35,69,69,68,28,20,48
552,3,2,293,383,90,2219,2653,2693,2364,392.97,382.3,391.17,398.53,394.93,400.33,324,321.77,332.27,322.54,329.4,327.97,7.36,-9.73,-10.67,-2.23,5.4,-1.43,0.15,0.55,0.35,-0.4,-0.2,5,9,10,-5,-1,495.86,495.34,510.43,510.56,513.7,505.73,0.52,15.09,-7.97,-3.14,0.83,3109.39,3283.57,-174.18,0.88,0.63,5057,8708.5,5559.2,5570.67,3.8,2,2.6,3.5,3137.83,-502.2,36,63,74,65,32,22,42
553,1,2,341,234,-107,1216,1585,1414,1316,512.1,492.37,489.93,497.37,455.86,473.76,398.8,406.83,415.97,392.7,392.63,456.3,7.44,-23.27,-19.73,8.03,17.9,63.67,0.3,0.5,0.25,-0.2,-0.25,6,7,4,2,3,591.25,544.05,551.06,599.55,586.11,578.41,47.2,7.01,-7.7,13.44,0.67,2087.5,2014.08,73.42,0.94,0.53,3671.73,5118,4958.56,4742.38,4.47,2,3.67,3.38,375.62,-1286.83,22,61,77,62,16,20,54
557,1,2,-9,-17,-8,418,405,399,421,,,,,,,,,,,,,,,,,,,-0.1,0.2,0.05,-0.3,-0.15,3,2,1,2,1,,,,,,,,,,,0.79,1916.37,2152.5,-236.13,0.69,0.06,8336.45,8070.2,5662,5543.07,5,5,5,5,2527.13,2674.45,42,,46,77,,30,
558,2,2,-105,23,128,755,803,824,826,1124.12,1247.04,1170.31,1135.11,1106.8,1179.44,915.48,903.55,775.88,765.46,862.31,942.88,-35.2,-10.42,122.92,-11.93,72.64,80.57,0.2,0.4,0.1,-0.2,-0.3,5,5,1,4,4,782,815.72,755.46,831.72,878.24,886.02,-33.72,-60.26,7.78,-46.52,0.18,2951.43,2353.69,597.74,0.71,0.75,6276.17,4158,5704.67,6763.75,2.83,3.8,3.42,2.75,-2605.75,571.5,16,40,44,34,14,16,30
559,1,2,1700,761,-939,1503,2344,2293,1609,480.53,480.97,487.39,486.14,474.03,478.9,499,529.8,501.28,517.87,500.18,519.2,-1.25,16.59,0.44,30.8,4.87,19.02,0.45,0.45,0.3,0,-0.15,8,4,0,8,4,655.37,641.89,627.41,667.75,655.45,662.84,13.48,-14.48,7.39,12.3,0.33,1872.23,2030.78,-158.55,0.24,0.82,6232.5,5263.31,4303.57,6387.67,2.75,3,3.79,2.67,-1124.36,1928.93,5,52,45,29,0,4,14
560,1,2,311,344,33,1652,2048,2037,1747,462.47,468.3,461.13,466.47,469.18,453.73,497.53,485.96,509.62,484.76,490.46,485.64,5.34,-24.86,5.83,-11.57,-15.45,-4.82,0.05,0.05,0,0,-0.05,3,5,3,0,2,488.29,495.22,462.1,550.65,535.79,527.93,-6.93,-33.12,-7.86,14.86,0.28,1846.45,1619.93,226.52,0.6,0.94,1822.44,2083.5,1734.19,1792,3.78,4.67,4.19,3,291.5,88.25,21,59,70,70,28,42,52
561,2,2,1084,294,-790,2004,2616,2532,2559,405.13,445.46,414.81,426.83,401.71,429.68,503.07,485.48,468.11,482.89,472.3,480.93,12.02,14.78,40.33,-17.59,27.97,8.63,0.3,0.3,0,0,-0.3,3,3,0,3,3,514.93,518.36,524.77,530.11,542.57,547.58,-3.43,6.41,5.01,-12.46,0.72,1523.89,1838.27,-314.38,0.53,0.24,5760.89,6216.88,6510,5967.92,3.89,3.88,3.5,3.92,248.96,-749.11,34,56,55,65,36,10,34
562,3,2,428,432,4,1826,2167,2301,1782,383.15,379.14,384.64,385.23,398.4,372.38,375.83,405.97,388.83,396.1,398.86,402.97,0.59,7.27,-4.01,30.14,-26.02,4.11,0.1,0.35,0.05,-0.25,-0.3,8,2,2,6,0,389.13,387.23,402.77,416.95,408.03,419.22,1.9,15.54,11.19,8.92,0.84,1219.34,1484.5,-265.16,0.41,0.63,2715.43,3184.3,2826.3,2351.67,3.86,4,4,4.5,832.63,-110.87,43,62,67,64,26,12,46
563,1,2,360,306,-54,2391,2716,2457,2180,371.64,361.5,366.83,363.66,346.59,366.57,352.87,371.47,356.1,357.28,374,361.11,-3.17,1.18,-10.14,18.6,19.98,-12.89,0.15,0.3,0.4,-0.15,0.1,10,4,6,4,-2,362.1,380.79,366.43,379.59,399.26,380.92,-18.69,-14.36,-18.34,-19.67,0.55,2687.62,2904.29,-216.67,1,1,5775.88,6674,5565.06,,2.81,,3,,,210.82,25,50,53,50,24,4,38
565,3,2,60,386,326,1854,2273,2268,1916,403.12,426.6,439.04,414.4,425.75,421.79,455.87,445.36,435.37,448.79,447.1,420.93,-24.64,13.42,23.48,-10.51,-3.96,-26.17,0.05,0.3,0.4,-0.25,0.1,6,5,1,5,4,519.32,482.11,502.05,561.32,560.49,527.87,37.21,19.94,-32.62,0.83,0.69,2249.78,2363.25,-113.47,0.59,0.53,3135.2,3039.86,3255.11,4471.25,4.4,4.14,4.56,3.63,-1431.39,-119.91,39,60,59,62,36,28,42
566,2,2,563,691,128,1348,2217,1824,1307,393.36,387.32,398.17,401.28,400.97,378.41,371.69,371.57,392.57,374.1,394.28,381.45,3.11,-18.47,-6.04,-0.12,-22.56,-12.83,0.3,0.35,0.2,-0.05,-0.15,6,4,7,-1,-3,591.19,640.49,594.57,681.1,661.63,619.28,-49.3,-45.92,-42.35,19.47,0.28,11136.45,10733.52,402.93,0.47,0.94,12937.88,7399.75,9325.63,7962,3.25,3.67,3.94,3,-562.25,3612.25,8,42,57,61,6,4,6
567,3,2,210,104,-106,1184,1312,1279,1199,336.97,349.4,335.83,348.72,340.17,336.47,389.68,383.69,372.48,388.9,368.5,391.79,12.89,16.42,12.43,-5.99,-3.7,23.29,0.25,0.45,0,-0.2,-0.45,4,8,4,0,4,436.72,424.47,438.81,433.77,421.38,445.6,12.25,14.34,24.22,12.39,0.16,1779.33,1568.5,210.83,0.47,1,3943.63,3697.33,3579.47,,3.25,3.78,4.18,,3697.33,364.16,18,48,56,41,10,12,28
568,3,2,147,588,441,1865,2778,2370,2110,477.07,459.11,480.52,462.76,475.1,482.17,440.18,461.97,446.38,441.4,463.53,463.33,-17.76,-4.98,-17.96,21.79,7.07,-0.2,0.3,0,0.2,0.3,0.2,3,2,2,1,0,400.77,411.11,405.57,416.75,415.24,406.75,-10.34,-5.54,-8.49,1.51,0.1,2723.75,1743.34,980.41,0,1,2730,2946.38,3417.29,,,4.88,4.71,,2946.38,-3417.29,3,29,33,28,6,2,2
569,3,2,92,166,74,1235,1380,1368,1178,281.57,284.14,287.76,287.83,282.89,284.7,281.41,268.61,275.93,280.38,279,264.86,0.07,4.45,2.57,-12.8,1.81,-14.14,0.25,0.4,0.1,-0.15,-0.3,7,6,6,1,0,320.71,317.2,327.6,326.4,335.47,338.06,3.51,10.4,2.59,-9.07,0.68,1788.93,2228.67,-439.74,0.71,0.53,3217.75,4630.8,3564.5,4102.5,3.5,2.8,2.56,3.75,528.3,-346.75,26,64,75,71,22,18,22
570,2,2,713,346,-367,1330,2077,1322,1369,335.35,350.93,340.57,349.97,354.57,356.39,335,358.13,344.4,366.37,341.18,343.9,9.4,21.97,15.58,23.13,1.82,2.72,0.2,0.3,0,-0.1,-0.3,7,5,0,7,5,372.98,385.6,406.8,426.42,418.47,428.34,-12.62,21.2,9.87,7.95,0.18,4563.71,2996.84,1566.87,0.71,0.88,4725.25,7850.6,4449.33,7940,2.92,3.2,3.93,3.5,-89.4,275.92,9,37,46,57,6,2,10
571,3,2,575,558,-17,1985,2926,2326,2148,554.63,558.86,536.1,549.1,540.1,528.21,503.67,563.9,593.63,532.3,539.43,569.45,13,-61.33,4.23,60.23,-11.89,30.02,0.35,0.1,0,0.25,-0.1,3,2,3,0,-1,738.58,708.24,724.18,812,734.97,786.82,30.34,15.94,51.85,77.03,0.45,4560.72,4165.95,394.77,1,0.59,5455.06,5906,6064.8,5799.5,4.71,,2.9,4.29,-5799.5,-609.74,31,71,80,77,34,28,32
572,1,2,816,1344,528,2934,4093,4304,2769,357.1,353.63,349.53,356.79,353.52,350.11,446.24,416.97,444.27,424.24,433.47,448.63,7.26,-20.03,-3.47,-29.27,-3.41,15.16,0.15,-0.1,0.15,0.25,0.25,6,4,1,5,3,407.9,399.18,404.74,421.03,405.47,417.72,8.72,5.56,12.25,15.56,0.5,1251.9,1316.85,-64.95,0.88,0.65,4915.2,7247,5463.91,6646,4,2.5,2.91,2.67,601,-548.71,19,60,66,60,28,28,26
574,1,2,431,503,72,1541,1961,2217,1625,593.1,556.97,541.86,564.07,581.96,580.63,564.83,633.96,604.47,609.86,562.57,581.43,22.21,5.39,-36.13,69.13,-1.33,18.86,0.25,0.15,-0.05,0.1,-0.2,3,3,4,-1,-1,531.97,542.56,517.29,559.32,568.69,528.67,-10.59,-25.27,-40.02,-9.37,0.38,1999.07,2000.88,-1.81,0.59,0.76,3283,3470.14,3320.85,3212.25,3,3.29,3.62,3.5,257.89,-37.85,29,60,73,58,30,34,30
575,1,2,672,475,-197,1314,1672,2057,1484,367.04,369.07,372.97,351.37,359.1,343.25,345.04,340.77,329.52,352.4,330.43,356.2,-21.6,22.88,2.03,-4.27,-15.85,25.77,0.45,0.2,0.15,0.25,-0.05,8,6,4,4,2,382.34,370.09,367.61,396.05,380.04,388.46,12.25,-2.48,8.42,16.01,0.9,1102,1082,20,0.88,0.29,2105.67,3365.5,3367.8,3105.08,4.13,2,1.8,3.58,260.42,-1262.13,44,65,73,65,26,22,30
576,1,2,280,472,192,1934,2141,2397,1665,365.55,388.59,375.52,390.25,385.62,396.13,363.03,344.45,342.07,346.55,343.73,355.87,14.73,4.48,23.04,-18.58,10.51,12.14,0.2,0.05,0.2,0.15,0.15,2,5,2,0,3,390.49,396.13,395.2,402.03,394.02,409.13,-5.64,-0.93,15.11,8.01,0.8,1253.71,1436.63,-182.92,0.94,0.82,2381.69,1664,2844.93,1819.5,4.19,2,3.36,3,-155.5,-463.24,33,63,64,67,30,18,30
578,1,2,257,424,167,1493,1890,1927,1477,364,373,363.97,373.73,363.38,355.45,337.82,332.96,321.77,327,336.43,342.47,9.76,5.23,9,-4.86,-7.93,6.04,0,0.15,-0.1,-0.15,-0.25,2,7,2,0,5,378.86,386.69,359.2,367.46,400.62,396.02,-7.83,-27.49,-4.6,-33.16,0.85,1006.88,1094.33,-87.45,0.76,0.29,1864.38,2381,2217.2,1982.58,4.38,4.25,4,4.67,398.42,-352.82,18,71,77,54,16,6,26
579,1,2,239,340,101,1671,1910,1958,1504,440.29,411.17,436.3,409.07,425.83,434,454.28,455.53,509.04,473.29,476.17,467.4,-27.23,-35.75,-29.12,1.25,8.17,-8.77,0.3,0.25,0.1,0.05,-0.15,8,1,2,6,-1,497.87,487.52,495.76,514.68,517.93,523.02,10.35,8.24,5.09,-3.25,0.63,1420.92,1557.93,-137.01,0.35,0.94,4229,4349.5,3096.69,3106,3.5,3.45,4.06,4,1243.5,1132.31,6,40,66,32,8,12,22
581,3,2,582,460,-122,1325,2038,1655,1441,357.54,360.31,376.43,356.96,346.84,356.79,371.27,366.4,345.73,358,368.27,362.17,-19.47,12.27,2.77,-4.87,9.95,-6.1,0.05,0.35,-0.15,-0.3,-0.5,11,2,3,8,-1,388.69,391.61,395.73,411.53,413.46,426.06,-2.92,4.12,12.6,-1.93,0.53,2143.85,2363.95,-220.1,0.41,0.88,2181.57,3762.78,2831.53,2444,4,3.8,4.2,4.5,1318.78,-649.96,10,44,58,76,8,6,12
582,1,2,620,496,-124,1319,1971,1731,1399,389.79,409.38,353.67,378.83,347.6,375.73,494.43,463.86,458.03,510.83,415.97,472.66,25.16,52.8,19.59,-30.57,28.13,56.69,0.15,0.15,0.05,0,-0.1,2,3,0,2,3,488.56,481.92,451.42,474.46,490.97,495.17,6.64,-30.5,4.2,-16.51,0.4,2017.13,3108,-1090.87,0.65,0.94,2756.55,3741.5,3451.79,3704,4,3.67,3.38,3,37.5,-695.24,17,41,46,51,28,20,6
583,1,2,295,150,-145,1760,2319,1911,2175,274.21,270.23,271.9,266.07,274.37,269.5,291.3,284.63,285.43,278.64,286.5,292.86,-5.83,-6.79,-3.98,-6.67,-4.87,6.36,-0.05,0.25,0.35,-0.3,0.1,3,2,3,0,-1,374.36,371.77,362.95,392.93,368.7,383.15,2.59,-8.82,14.45,24.23,0.25,2561.67,1817.33,744.34,0.88,0.94,2978.2,4502.5,3574.13,,4.47,4,4.06,4,4502.5,-595.93,6,40,44,35,12,0,10
584,1,2,878,784,-94,1626,2353,2432,1594,336.37,362.57,347.41,322.04,364.26,345.21,395.67,405,416.87,400.54,414.41,402.24,-25.37,-16.33,26.2,9.33,-19.05,-12.17,0.3,0.25,0.1,0.05,-0.15,5,4,2,3,2,387.98,392.07,399.02,417.95,435.21,426.4,-4.09,6.95,-8.81,-17.26,0.65,3274.88,3599.85,-324.97,1,0.82,2386.47,2136,2075.43,3381,4.24,,3.36,3.33,-3381,311.04,49,66,66,75,40,40,42
586,1,2,172,574,402,1695,2316,2488,1976,445.2,450.73,465.52,491.45,493.8,461.93,554.83,518.54,544.28,514.37,533.79,543.34,25.93,-29.91,5.53,-36.29,-31.87,9.55,0.2,0.25,0.15,-0.05,-0.1,1,1,0,1,1,476.16,461.98,473.02,472.61,489.94,474.05,14.18,11.04,-15.89,-17.33,0.65,1700.81,2017.62,-316.81,0.94,0.82,3593,5563,4440.77,5846.33,4.38,3,2.07,4,-283.33,-847.77,13,59,67,43,12,12,14
587,2,2,536,405,-131,2068,2244,2225,1564,315.27,335,336.1,353.6,339.33,323.71,374.97,380.61,370.25,372.33,394.9,366.53,17.5,2.08,19.73,5.64,-15.62,-28.37,0.2,0.1,0.15,0.1,0.05,6,3,1,5,2,468.75,458.24,482.15,465.94,465.13,486.71,10.51,23.91,21.58,0.81,0.73,1428.59,1658.7,-230.11,0.76,0.65,3272.15,3674.25,3671.09,2017.2,4.38,3.5,4.45,4,1657.05,-398.94,24,45,58,59,24,20,36
